City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,Aswan,24.0934,32.907,52.9,58,0,0.0,EG,2023-01-15 06:45:54
294,Kamenka,51.3223,42.7678,13.89,85,98,11.32,RU,2023-01-15 06:45:54
295,High Rock,26.6208,-78.2833,61.41,57,25,21.83,BS,2023-01-15 06:45:55
296,San Quintin,30.4833,-115.95,59.65,90,100,5.08,MX,2023-01-15 06:45:55
297,Mandalgovi,45.7625,106.2708,6.98,41,0,13.51,MN,2023-01-15 06:45:55
298,Mehamn,71.0357,27.8492,30.15,64,50,14.97,NO,2023-01-15 06:45:56
299,Port-Gentil,-0.7193,8.7815,78.76,94,40,5.75,GA,2023-01-15 06:45:56
300,Kutum,14.2,24.6667,59.81,25,100,7.43,SD,2023-01-15 06:45:56
301,Raton,36.9034,-104.4391,48.54,41,0,0.0,US,2023-01-15 06:45:57
302,Victoria,22.2855,114.1577,67.24,76,100,24.0,HK,2023-01-15 06:42:15
303,Van,38.4924,43.3831,24.15,74,20,3.44,TR,2023-01-15 06:45:57
304,Otradnoye,59.7775,30.8181,37.45,91,99,12.24,RU,2023-01-15 06:45:58
305,Malpe,13.35,74.7167,87.1,55,38,6.4,IN,2023-01-15 06:45:58
306,Bwanga,-3.0308,31.7601,65.26,90,100,1.81,TZ,2023-01-15 06:45:59
307,Kruisfontein,-34.0033,24.7314,66.88,77,100,4.25,ZA,2023-01-15 06:45:59
308,Sidi Ali,36.0998,0.4206,50.29,55,0,5.91,DZ,2023-01-15 06:46:00
309,Wuzhou,23.4833,111.3167,50.68,64,98,5.88,CN,2023-01-15 06:46:00
310,Te Anau,-45.4167,167.7167,72.91,51,0,5.39,NZ,2023-01-15 06:46:01
311,Mar Del Plata,-38.0023,-57.5575,68.88,89,0,10.0,AR,2023-01-15 06:46:01
312,Impfondo,1.6381,18.0667,80.85,56,65,3.24,CG,2023-01-15 06:46:02
313,Mandan,46.8267,-100.8896,34.38,91,0,13.8,US,2023-01-15 06:46:02
314,Russell,32.3502,-85.1999,35.2,80,0,4.61,US,2023-01-15 06:46:03
315,Moose Factory,51.2585,-80.6094,14.0,92,100,8.05,CA,2023-01-15 06:46:05
316,Moen,69.1304,18.6123,7.86,84,0,2.3,NO,2023-01-15 06:46:06
317,Bilibino,68.0546,166.4372,-15.83,85,5,8.61,RU,2023-01-15 06:47:07
318,Birin,26.8865,88.0718,56.16,46,42,7.11,NP,2023-01-15 06:47:08
319,Copperas Cove,31.1241,-97.9031,51.57,79,0,11.5,US,2023-01-15 06:44:55
320,Saskylakh,71.9167,114.0833,-33.38,97,100,1.41,RU,2023-01-15 06:47:10
321,Tuatapere,-46.1333,167.6833,66.38,68,0,4.16,NZ,2023-01-15 06:47:10
322,Aklavik,68.2191,-135.0107,-17.72,100,100,3.18,CA,2023-01-15 06:42:28
323,Los Llanos De Aridane,28.6585,-17.9182,62.35,71,75,13.0,ES,2023-01-15 06:47:11
324,Tirumala,13.6833,79.35,69.98,34,100,5.57,IN,2023-01-15 06:43:48
325,Humberto De Campos,-2.5983,-43.4611,73.63,92,100,2.35,BR,2023-01-15 06:47:13
326,Bayji,34.9311,43.487,53.85,79,14,3.24,IQ,2023-01-15 06:47:14
327,Kachiry,53.0675,76.1036,11.25,95,95,10.04,KZ,2023-01-15 06:47:15
328,Oistins,13.0667,-59.5333,77.09,78,40,12.66,BB,2023-01-15 06:47:16
329,Qandala,11.472,49.8728,78.3,57,5,9.66,SO,2023-01-15 06:47:17
330,Assen,52.9967,6.5625,42.84,60,100,20.71,NL,2023-01-15 06:47:18
331,Pizarro,4.9533,-77.366,74.3,93,100,6.49,CO,2023-01-15 06:47:19
332,Covington,39.0837,-84.5086,27.25,87,0,0.0,US,2023-01-15 06:46:36
333,Udachnyy,66.4167,112.4,-46.55,71,100,0.56,RU,2023-01-15 06:47:22
334,Novyy Urengoy,66.0833,76.6333,-17.57,98,100,8.72,RU,2023-01-15 06:44:58
335,Adrar,20.5022,-10.0711,57.78,27,0,11.56,MR,2023-01-15 06:47:25
336,Cidreira,-30.1811,-50.2056,72.5,80,100,6.6,BR,2023-01-15 06:47:25
337,Clyde River,70.4692,-68.5914,-12.77,77,100,21.85,CA,2023-01-15 06:47:26
338,Zhezkazgan,47.8043,67.7144,6.78,56,0,8.95,KZ,2023-01-15 06:47:27
339,Itabera,-23.8619,-49.1372,67.06,95,93,1.7,BR,2023-01-15 06:47:28
340,Sur,22.5667,59.5289,70.7,43,1,12.28,OM,2023-01-15 06:47:29
341,Perehonivka,48.5355,30.5192,31.46,93,100,5.03,UA,2023-01-15 06:47:30
342,Praia Da Vitoria,38.7333,-27.0667,53.85,66,75,16.28,PT,2023-01-15 06:47:32
343,Naliya,23.2667,68.8333,71.11,15,0,11.03,IN,2023-01-15 06:47:32
344,Abu Dhabi,24.4667,54.3667,69.82,65,0,2.3,AE,2023-01-15 06:47:34
345,Fereydunshahr,32.941,50.121,29.55,97,89,5.82,IR,2023-01-15 06:47:35
346,Kailua,21.4022,-157.7394,75.18,84,57,4.47,US,2023-01-15 06:47:36
347,Vila Velha,-20.3297,-40.2925,76.95,89,40,4.61,BR,2023-01-15 06:47:38
348,Dzaoudzi,-12.7887,45.2699,82.29,78,75,5.75,YT,2023-01-15 06:47:38
349,Tutoia,-2.7619,-42.2744,76.59,89,100,7.36,BR,2023-01-15 06:47:39
350,Hope,33.6671,-93.5916,46.45,80,93,6.15,US,2023-01-15 06:47:39
351,Broken Hill,-31.95,141.4333,93.27,23,3,16.44,AU,2023-01-15 06:47:40
352,Aginskoye,51.1,114.53,0.82,73,75,9.98,RU,2023-01-15 06:47:40
353,Nakhon Phanom,17.3333,104.4167,89.4,24,0,1.68,TH,2023-01-15 06:47:41
354,Mitu,1.1983,-70.1733,70.81,96,100,1.61,CO,2023-01-15 06:47:41
355,Ihosy,-22.4,46.1167,76.28,63,20,11.16,MG,2023-01-15 06:47:41
356,Porto Walter,-8.2686,-72.7439,72.28,92,100,3.47,BR,2023-01-15 06:47:42
357,Okhotsk,59.3833,143.3,-17.64,99,100,10.8,RU,2023-01-15 06:47:42
358,Meaford,44.6001,-80.583,22.82,86,3,3.38,CA,2023-01-15 06:45:26
359,Esfahan,32.6572,51.6776,35.24,65,13,1.07,IR,2023-01-15 06:47:43
360,Chake Chake,-5.2459,39.7666,82.94,69,100,10.07,TZ,2023-01-15 06:47:43
361,Vardo,70.3705,31.1107,21.18,68,34,23.02,NO,2023-01-15 06:47:44
362,Saint George,37.1041,-113.5841,45.19,79,100,11.5,US,2023-01-15 06:45:47
363,Male,4.1748,73.5089,85.95,62,75,9.22,MV,2023-01-15 06:48:45
364,Turbat,26.0023,63.044,61.32,9,0,22.95,PK,2023-01-15 06:48:45
365,Orsha,54.5153,30.4053,33.3,96,100,14.63,BY,2023-01-15 06:48:45
366,Cedar City,37.6775,-113.0619,32.97,86,100,19.57,US,2023-01-15 06:43:56
367,Okha,53.5739,142.9478,-26.68,91,1,5.93,RU,2023-01-15 06:48:46
368,Hami,42.8,93.45,16.48,24,5,4.99,CN,2023-01-15 06:48:46
369,Smithers,54.7804,-127.1743,32.32,100,100,4.61,CA,2023-01-15 06:48:47
370,Da Nang,16.0678,108.2208,85.98,51,0,8.05,VN,2023-01-15 06:48:47
371,Valea Danului,45.1833,24.65,36.95,95,100,1.5,RO,2023-01-15 06:48:48
372,Codrington,-38.2667,141.9667,63.16,51,0,17.27,AU,2023-01-15 06:48:48
373,Matara,5.9485,80.5353,83.43,61,100,6.22,LK,2023-01-15 06:48:49
374,Komsomolskiy,40.4272,71.7189,18.32,67,0,2.3,UZ,2023-01-15 06:48:49
375,Tianpeng,30.9866,103.9393,40.64,58,100,3.91,CN,2023-01-15 06:48:50
376,Nizhniy Tsasuchey,50.5167,115.1333,1.49,70,63,6.69,RU,2023-01-15 06:48:50
377,Bereda,43.2686,-7.5406,39.58,100,39,1.12,ES,2023-01-15 06:48:50
378,Maltahohe,-24.8333,16.9833,83.91,21,13,13.06,NA,2023-01-15 06:48:51
379,Alekseyevsk,57.8406,108.3492,-2.2,93,100,1.34,RU,2023-01-15 06:48:51
380,Wasilla,61.5814,-149.4394,34.74,66,100,13.8,US,2023-01-15 06:48:52
381,San Vicente,-26.6167,-54.1333,63.63,98,97,0.87,AR,2023-01-15 06:48:52
382,Madison,34.7334,-86.5667,32.38,86,0,8.01,US,2023-01-15 06:46:21
383,Shimoda,34.6667,138.95,57.56,88,100,9.98,JP,2023-01-15 06:48:53
384,Kendari,-3.945,122.4989,82.76,74,100,6.42,ID,2023-01-15 06:48:53
385,Anadyr,64.75,177.4833,-1.52,77,40,29.08,RU,2023-01-15 06:48:54
386,Bangkal,6.0667,121.0667,80.44,80,99,11.18,PH,2023-01-15 06:48:54
387,San Andres,12.5847,-81.7006,78.82,73,20,10.36,CO,2023-01-15 06:48:55
388,Mackay,-21.15,149.2,74.68,92,100,22.32,AU,2023-01-15 06:48:55
389,Atasu,48.6814,71.6433,-0.56,90,75,8.21,KZ,2023-01-15 06:48:56
390,Ayagoz,47.9714,80.4392,-3.03,88,100,13.71,KZ,2023-01-15 06:48:56
391,Ustka,54.5805,16.8619,42.66,88,100,17.52,PL,2023-01-15 06:48:56
392,Sola,-13.8833,167.55,78.33,81,100,5.21,VU,2023-01-15 06:48:57
393,Coihaique,-45.5752,-72.0662,48.81,76,0,2.3,CL,2023-01-15 06:48:12
394,Bajil,15.0584,43.2851,79.34,64,5,5.32,YE,2023-01-15 06:48:58
395,Taltal,-25.4,-70.4833,65.08,83,39,1.23,CL,2023-01-15 06:48:58
396,Kilindoni,-7.9139,39.6668,82.58,73,80,11.41,TZ,2023-01-15 06:48:58
397,Adet,11.2644,37.4888,64.38,57,7,4.79,ET,2023-01-15 06:48:59
398,Sobolevo,54.4299,31.8996,30.07,97,100,11.7,RU,2023-01-15 06:48:59
399,Caluquembe,-13.7833,14.6833,62.01,87,99,1.34,AO,2023-01-15 06:49:00
400,Christchurch,-43.5333,172.6333,67.41,61,2,20.71,NZ,2023-01-15 06:49:00
401,Yoichi,43.2039,140.7703,26.35,69,100,8.01,JP,2023-01-15 06:49:01
402,Yulara,-25.2406,130.9889,98.04,18,95,19.86,AU,2023-01-15 06:48:25
403,Duncanville,32.6518,-96.9083,53.46,58,0,12.66,US,2023-01-15 06:49:02
404,Dois Vizinhos,-25.7336,-53.0572,66.56,98,100,0.74,BR,2023-01-15 06:49:02
405,Yerbogachen,61.2767,108.0108,-42.97,98,60,2.33,RU,2023-01-15 06:49:03
406,Sisimiut,66.9395,-53.6735,12.2,85,100,13.85,GL,2023-01-15 06:49:04
407,Urucara,-2.5364,-57.76,71.64,99,100,1.99,BR,2023-01-15 06:49:05
408,Sorland,67.667,12.6934,33.66,65,100,23.67,NO,2023-01-15 06:49:05
409,Londa,15.4691,74.5191,81.73,18,0,4.38,IN,2023-01-15 06:50:06
410,Shumskiy,54.8318,99.1328,17.85,79,100,9.01,RU,2023-01-15 06:50:06
411,Shasta Lake,40.6804,-122.3708,47.12,83,66,0.34,US,2023-01-15 06:50:07
412,Lagarto,-10.9172,-37.65,70.63,96,100,1.77,BR,2023-01-15 06:50:07
413,Povenets,62.8487,34.8262,34.05,95,100,14.05,RU,2023-01-15 06:50:08
414,Svetlaya,46.5389,138.3297,7.99,52,0,1.3,RU,2023-01-15 06:50:10
415,Faya,18.3851,42.4509,57.31,47,0,6.24,SA,2023-01-15 06:50:11
416,Nenjiang,49.1833,125.2167,-3.32,88,41,4.03,CN,2023-01-15 06:50:12
417,Belokurikha,51.9959,84.9896,19.67,75,100,10.16,RU,2023-01-15 06:50:14
418,Kahului,20.8947,-156.47,75.85,74,40,8.05,US,2023-01-15 06:50:17
419,Buala,-8.145,159.5921,76.42,90,100,6.38,SB,2023-01-15 06:50:18
420,Srednekolymsk,67.45,153.6833,-37.53,100,100,2.57,RU,2023-01-15 06:50:18
421,Kuliyapitiya,7.4688,80.0401,85.68,45,95,5.75,LK,2023-01-15 06:50:19
422,Midland,31.9974,-102.0779,52.47,37,0,11.5,US,2023-01-15 06:46:48
423,Hailar,49.2,119.7,-9.33,91,8,8.97,CN,2023-01-15 06:50:21
424,Portland,45.5234,-122.6762,52.0,85,100,10.36,US,2023-01-15 06:47:25
425,Ketchikan,55.3422,-131.6461,43.27,100,100,3.44,US,2023-01-15 06:50:24
426,Adzhamka,48.5424,32.5354,29.5,75,100,3.56,UA,2023-01-15 06:50:25
427,Bindi,9.9167,-11.45,64.24,43,15,1.36,SL,2023-01-15 06:50:26
428,Zhuhai,22.2769,113.5678,64.18,77,40,19.57,CN,2023-01-15 06:50:27
429,Angoche,-16.2325,39.9086,82.72,74,100,2.46,MZ,2023-01-15 06:50:28
430,Launceston,-41.45,147.1667,78.62,27,7,14.97,AU,2023-01-15 06:45:33
431,Jalu,29.0331,21.5482,54.75,73,2,11.45,LY,2023-01-15 06:50:29
432,Tilichiki,60.4667,166.1,-3.35,95,100,9.08,RU,2023-01-15 06:50:30
433,Osakarovka,50.565,72.5692,6.01,90,94,11.32,KZ,2023-01-15 06:50:32
434,Khilok,51.3674,110.4676,-0.11,78,72,5.73,RU,2023-01-15 06:50:34
435,Korla,41.7597,86.1469,16.05,83,98,8.88,CN,2023-01-15 06:50:34
436,Batken,39.8333,71.0,13.24,37,0,3.0,KG,2023-01-15 06:50:35
437,Ampanihy,-24.7,44.75,85.59,48,0,10.07,MG,2023-01-15 06:50:36
438,Imeni Poliny Osipenko,52.4201,136.4853,-21.08,94,98,3.74,RU,2023-01-15 06:50:37
439,Lima,-12.0432,-77.0282,67.89,82,0,9.22,PE,2023-01-15 06:50:38
440,Tenango,18.65,-98.1833,58.68,46,9,5.79,MX,2023-01-15 06:50:38
441,Carballo,43.213,-8.691,48.76,81,94,5.82,ES,2023-01-15 06:50:39
442,Odweyne,9.4092,45.064,71.98,48,0,2.37,SO,2023-01-15 06:50:39
443,Manzil Salim,35.8567,8.4765,43.99,53,10,5.1,TN,2023-01-15 06:50:40
444,Gornopravdinsk,60.05,69.9,9.84,96,75,6.13,RU,2023-01-15 06:50:40
445,Nantucket,41.2835,-70.0995,38.14,93,100,28.77,US,2023-01-15 06:50:41
446,Asau,46.4333,26.4,31.28,85,10,3.98,RO,2023-01-15 06:50:41
447,Puerto Lopez,4.0845,-72.956,75.15,73,90,4.09,CO,2023-01-15 06:50:42
448,Harper,4.375,-7.7169,76.68,84,7,1.34,LR,2023-01-15 06:50:42
449,Teknaf,20.8624,92.3058,79.75,49,0,13.42,BD,2023-01-15 06:50:43
450,Terrak,65.087,12.3715,33.67,78,100,11.34,NO,2023-01-15 06:50:43
451,Shingu,33.7333,135.9833,59.45,85,96,5.88,JP,2023-01-15 06:50:43
452,Huarmey,-10.0681,-78.1522,68.5,81,100,6.02,PE,2023-01-15 06:50:44
453,Prince Albert,53.2001,-105.7677,15.75,92,100,6.91,CA,2023-01-15 06:51:41
454,Hervey Bay,-25.2986,152.8535,74.01,92,100,7.0,AU,2023-01-15 06:49:38
455,Fukumitsu,36.55,136.8667,46.78,93,100,4.0,JP,2023-01-15 06:51:45
456,Tefe,-3.3542,-64.7114,73.02,98,100,2.8,BR,2023-01-15 06:51:11
457,Sukumo,32.9333,132.7333,57.85,78,100,6.55,JP,2023-01-15 06:51:45
458,San Policarpo,12.1791,125.5072,81.46,76,92,7.27,PH,2023-01-15 06:51:46
459,Ureki,41.9956,41.7786,49.96,56,76,6.33,GE,2023-01-15 06:51:46
460,Multai,21.7667,78.25,72.68,29,0,6.8,IN,2023-01-15 06:51:47
461,Paamiut,61.994,-49.6678,10.13,92,88,8.63,GL,2023-01-15 06:51:47
462,Cartagena Del Chaira,1.3349,-74.8429,70.25,93,93,2.95,CO,2023-01-15 06:51:48
463,Quezon,7.7303,125.0989,80.92,87,100,3.94,PH,2023-01-15 06:51:48
464,Novikovo,51.1537,37.8879,22.62,91,100,9.6,RU,2023-01-15 06:51:48
465,Khani,41.9563,42.9566,36.97,54,87,3.8,GE,2023-01-15 06:51:49
466,Morehead,37.2711,-87.1764,28.99,98,0,0.0,US,2023-01-15 06:51:49
467,Akhnur,32.8667,74.7333,61.34,40,0,4.59,IN,2023-01-15 06:51:50
468,Itapirapua,-15.8233,-50.6133,70.25,93,100,2.64,BR,2023-01-15 06:51:25
469,Rudnichnyy,59.617,52.4703,16.38,91,100,13.0,RU,2023-01-15 06:51:50
470,Flin Flon,54.7682,-101.865,5.02,96,100,5.64,CA,2023-01-15 06:51:51
471,Erzin,36.9559,36.2,50.58,75,100,7.02,TR,2023-01-15 06:51:51
472,Sao Filipe,14.8961,-24.4956,73.56,66,0,7.85,CV,2023-01-15 06:51:52
473,Honiara,-9.4333,159.95,75.2,92,100,1.48,SB,2023-01-15 06:51:52
474,Escarcega,18.6089,-90.7454,56.71,85,0,3.24,MX,2023-01-15 06:51:52
475,Ishigaki,24.3448,124.1572,64.53,94,75,17.27,JP,2023-01-15 06:51:53
476,Stromness,58.965,-3.296,39.16,65,98,29.66,GB,2023-01-15 06:51:53
477,Dmitriyevka,54.75,55.3333,-4.45,88,92,7.29,RU,2023-01-15 06:51:54
478,Seoul,37.5683,126.9778,33.19,86,100,9.22,KR,2023-01-15 06:49:20
479,Liverpool,53.4106,-2.9779,43.29,84,75,31.07,GB,2023-01-15 06:51:54
480,Simplicio Mendes,-7.8539,-41.9103,69.66,82,23,2.68,BR,2023-01-15 06:51:55
481,Belyy Yar,53.6039,91.3903,17.49,76,40,11.18,RU,2023-01-15 06:51:55
482,Filingue,14.3521,3.3168,61.88,19,22,9.42,NE,2023-01-15 06:51:56
483,Peleduy,59.6289,112.7406,-25.73,98,99,1.19,RU,2023-01-15 06:51:56
484,Fairbanks,64.8378,-147.7164,3.2,84,0,6.91,US,2023-01-15 06:51:39
485,Sirari,-1.2333,34.4333,74.37,48,41,0.31,TZ,2023-01-15 06:51:57
486,Les Cayes,18.2,-73.75,73.58,84,76,9.13,HT,2023-01-15 06:51:57
487,Gambela,8.25,34.5833,88.9,28,5,4.43,ET,2023-01-15 06:51:58
488,Cap Malheureux,-19.9842,57.6142,82.47,68,4,8.01,MU,2023-01-15 06:51:58
489,Ximei,24.9639,118.3794,56.35,79,100,7.83,CN,2023-01-15 06:51:59
490,Vetluzhskiy,58.3902,45.4654,16.84,93,100,11.05,RU,2023-01-15 06:51:59
491,Orlik,52.5178,99.825,10.02,69,100,10.58,RU,2023-01-15 06:52:00
492,Ridgecrest,35.6225,-117.6709,49.86,75,100,8.05,US,2023-01-15 06:49:10
493,Labuhan,-6.8844,112.2051,84.65,71,95,13.0,ID,2023-01-15 06:52:00
494,Alofi,-19.0595,-169.9187,78.69,69,51,4.61,NU,2023-01-15 06:52:01
495,Vagay,57.9375,69.0217,14.05,95,98,7.09,RU,2023-01-15 06:52:01
496,Adria,45.0564,12.0578,42.08,86,87,1.81,IT,2023-01-15 06:52:02
497,Caravelas,-17.7125,-39.2481,73.56,84,10,4.32,BR,2023-01-15 06:52:03
498,La Ronge,55.1001,-105.2842,10.65,85,100,6.91,CA,2023-01-15 06:52:04
499,Cherskiy,68.75,161.3,-41.01,100,39,2.46,RU,2023-01-15 06:52:05
500,Lively,46.4334,-81.1498,11.32,97,25,1.74,CA,2023-01-15 06:52:05
501,Lahat,-3.8,103.5333,87.89,58,100,2.15,ID,2023-01-15 06:53:06
502,Alto Araguaia,-17.3147,-53.2153,68.59,92,100,1.5,BR,2023-01-15 06:53:07
503,Wysokie Mazowieckie,52.9166,22.5171,34.05,71,100,20.69,PL,2023-01-15 06:53:08
504,Wana,32.2989,69.5725,40.69,19,0,5.12,PK,2023-01-15 06:53:09
505,Marawi,7.9986,124.2928,74.16,91,100,1.74,PH,2023-01-15 06:53:09
506,Ponta Delgada,37.7333,-25.6667,54.32,50,75,18.41,PT,2023-01-15 06:53:10
507,Jian,27.1172,114.9793,39.56,78,100,11.81,CN,2023-01-15 06:53:11
508,Pokhara,28.2333,83.9833,67.15,35,0,7.27,NP,2023-01-15 06:53:12
509,Calimete,22.5333,-80.9061,54.37,74,0,4.43,CU,2023-01-15 06:53:14
510,Severobaykalsk,55.65,109.3167,-4.13,92,100,1.41,RU,2023-01-15 06:53:15
511,Kedgwick,47.6446,-67.3434,-7.1,100,29,2.08,CA,2023-01-15 06:53:17
512,Grand Gaube,-20.0064,57.6608,84.6,68,4,8.01,MU,2023-01-15 06:53:18
513,Imbituba,-28.24,-48.6703,70.38,95,100,3.6,BR,2023-01-15 06:48:48
514,Namibe,-15.1961,12.1522,74.26,70,100,3.89,AO,2023-01-15 06:51:21
515,Vestmannaeyjar,63.4427,-20.2734,25.39,66,100,5.35,IS,2023-01-15 06:53:20
516,Khartoum,15.5518,32.5324,67.01,27,100,1.01,SD,2023-01-15 06:50:32
517,Broome,42.2506,-75.833,23.7,87,100,17.27,US,2023-01-15 06:53:22
518,Price,39.5994,-110.8107,31.26,93,100,0.0,US,2023-01-15 06:53:22
519,Inongo,-1.95,18.2667,74.03,85,97,5.23,CD,2023-01-15 06:53:23
520,Byron Bay,-28.65,153.6167,79.72,66,70,9.35,AU,2023-01-15 06:53:24
521,Mantua,45.1667,10.7833,42.04,90,100,3.2,IT,2023-01-15 06:53:25
522,Adilabad,19.6667,78.5333,82.38,33,4,2.66,IN,2023-01-15 06:53:26
523,Ilulissat,69.2167,-51.1,-5.75,77,23,6.29,GL,2023-01-15 06:53:29
524,Podor,16.6527,-14.9587,64.35,52,0,2.3,MR,2023-01-15 06:53:30
525,Hermon,44.8101,-68.9134,28.33,80,82,3.0,US,2023-01-15 06:53:31
526,Beira,-19.8436,34.8389,87.89,58,40,11.99,MZ,2023-01-15 06:53:33
527,Sahuaripa,29.05,-109.2333,58.21,31,100,5.37,MX,2023-01-15 06:53:36
528,Karla,59.3723,24.9275,38.57,89,100,16.11,EE,2023-01-15 06:53:37
529,San Patricio,28.017,-97.5169,62.46,76,0,7.29,US,2023-01-15 06:53:38
530,Calamar,10.2511,-74.9146,75.88,84,100,9.35,CO,2023-01-15 06:53:40
531,Aras,42.5617,-2.356,41.43,100,75,6.91,ES,2023-01-15 06:53:40
532,Seymchan,62.8833,152.4333,-24.77,96,100,7.76,RU,2023-01-15 06:53:41
533,Ust-Maya,60.4167,134.5333,-47.83,99,100,1.81,RU,2023-01-15 06:53:41
534,Dir,35.2058,71.8756,39.16,46,0,3.94,PK,2023-01-15 06:53:42
535,Mayor Pablo Lagerenza,-19.9309,-60.7718,67.87,91,1,3.91,PY,2023-01-15 06:53:42
536,Jimenez,28.3333,-105.4,57.31,30,0,6.4,MX,2023-01-15 06:53:43
537,Dolores,-36.3132,-57.6792,62.71,69,0,7.45,AR,2023-01-15 06:53:43
538,Jijiga,9.35,42.8,67.93,45,8,6.93,ET,2023-01-15 06:53:44
539,Saint-Augustin,51.226,-58.6502,18.14,92,100,13.22,CA,2023-01-15 06:53:44
540,Helong,42.5397,128.9972,12.88,56,0,2.53,CN,2023-01-15 06:53:44
541,Reporoa,-38.4333,176.35,69.42,64,15,4.14,NZ,2023-01-15 06:50:11
542,Synya,65.3718,58.0387,23.49,94,100,13.56,RU,2023-01-15 06:53:45
543,Vesoul,47.5833,5.8333,43.61,94,100,12.15,FR,2023-01-15 06:53:45
544,Atar,20.5169,-13.0499,62.8,22,5,9.64,MR,2023-01-15 06:53:46
545,Gimli,50.6336,-96.9907,23.02,86,100,4.61,CA,2023-01-15 06:53:46
546,Palembang,-2.9167,104.7458,84.29,74,40,8.05,ID,2023-01-15 06:53:47
547,Mildura,-34.2,142.15,88.07,35,69,13.53,AU,2023-01-15 06:53:47
548,Aberdeen,57.1437,-2.0981,40.19,85,98,23.02,GB,2023-01-15 06:51:26
549,Bilma,18.6853,12.9164,56.75,33,4,9.55,NE,2023-01-15 06:54:48
550,Kuusamo,65.9667,29.1833,28.44,93,100,4.61,FI,2023-01-15 06:54:48
551,Sale,34.0389,-6.8166,54.75,100,75,0.0,MA,2023-01-15 06:54:26
552,Varia,44.5725,-0.1104,49.01,88,100,12.59,FR,2023-01-15 06:54:49
553,Itambacuri,-18.0311,-41.685,69.89,92,100,4.38,BR,2023-01-15 06:54:49
554,Mujiayingzi,42.1167,118.7833,16.2,27,0,17.4,CN,2023-01-15 06:54:50
555,Blagoyevo,63.3667,47.9167,28.02,92,100,10.71,RU,2023-01-15 06:54:50
556,Santa Fe,-31.6333,-60.7,73.98,62,0,1.99,AR,2023-01-15 06:52:28
557,Kudahuvadhoo,2.6708,72.8944,79.99,72,11,7.27,MV,2023-01-15 06:54:51
558,Lexington,37.9887,-84.4777,24.1,83,73,3.6,US,2023-01-15 06:53:27
559,Ropczyce,50.0523,21.6089,43.83,80,100,21.25,PL,2023-01-15 06:54:51
560,Mogadishu,2.0371,45.3438,80.47,74,75,17.27,SO,2023-01-15 06:54:52
561,Phan Thiet,10.9333,108.1,84.58,68,25,10.16,VN,2023-01-15 06:52:37
562,Batagay-Alyta,67.8006,130.4114,-49.25,94,36,4.79,RU,2023-01-15 06:54:52
563,Manga,11.6636,-1.0731,64.96,20,100,7.94,BF,2023-01-15 06:54:53
564,Lucea,18.451,-78.1736,75.06,71,87,21.09,JM,2023-01-15 06:54:53
565,Hudson Bay,52.85,-102.3842,12.33,97,100,5.01,CA,2023-01-15 06:54:53
566,Grootfontein,-19.5667,18.1167,71.76,57,87,5.44,NA,2023-01-15 06:54:54
567,Tecpatan,17.1333,-93.3,55.36,96,46,1.36,MX,2023-01-15 06:54:54
568,Deputatskiy,69.3,139.9,-37.08,100,100,0.98,RU,2023-01-15 06:54:55
569,Zirandaro,18.45,-100.9833,72.66,54,1,1.59,MX,2023-01-15 06:54:55
570,Vung Tau,10.346,107.0843,83.23,67,10,6.82,VN,2023-01-15 06:52:44
571,Katobu,-4.9408,122.5276,87.91,56,100,8.66,ID,2023-01-15 06:54:56
572,Tevaitoa,-16.7833,-151.5,78.75,70,100,20.78,PF,2023-01-15 06:54:56
573,Ust-Kuyga,70.0167,135.6,-30.57,95,100,2.71,RU,2023-01-15 06:54:57
574,Nova Russas,-4.7067,-40.5631,72.77,85,100,2.17,BR,2023-01-15 06:54:57
575,Port Macquarie,-31.4333,152.9167,79.9,65,0,12.62,AU,2023-01-15 06:54:58
576,Coahuayana,18.7333,-103.6833,68.54,84,0,4.07,MX,2023-01-15 06:54:58
577,Balabac,7.9868,117.0645,81.86,71,100,13.8,PH,2023-01-15 06:54:59
578,Kigoma,-4.8769,29.6267,72.19,83,75,0.0,TZ,2023-01-15 06:54:59
579,Trincomalee,8.5711,81.2335,77.72,77,100,11.77,LK,2023-01-15 06:55:00
580,Malibu,34.005,-118.8101,58.01,96,100,4.0,US,2023-01-15 06:55:00
581,Kumba,4.6363,9.4469,75.65,75,66,1.14,CM,2023-01-15 06:55:00
582,Ilebo,-4.3167,20.5833,74.08,80,100,2.44,CD,2023-01-15 06:55:01
583,Cabuyaro,4.2817,-72.794,75.16,73,43,4.7,CO,2023-01-15 06:55:01
584,Boda,4.3189,17.4695,81.7,21,37,7.45,CF,2023-01-15 06:55:02
585,Umm Lajj,25.0213,37.2685,67.69,49,77,11.27,SA,2023-01-15 06:55:03
586,Lafiagi,8.8667,5.4167,73.22,23,11,1.59,NG,2023-01-15 06:55:04
587,Aloleng,16.1307,119.7824,81.28,70,100,17.11,PH,2023-01-15 06:55:05
588,Anloga,5.7947,0.8973,79.07,80,6,7.36,GH,2023-01-15 06:55:06
589,Hualmay,-11.0964,-77.6139,68.4,82,100,6.87,PE,2023-01-15 06:55:07
590,Santiago,-33.4569,-70.6483,66.85,51,0,3.44,CL,2023-01-15 06:53:46
591,Nigde,37.8333,34.75,34.61,77,100,2.75,TR,2023-01-15 06:55:08
